# H0=6.9330e+01 Om0=2.8800e-01 Ob0=4.7200e-02 Ol0=7.1200e-01 | N=2000
# redshift scafa dcom[Mpc] vcom[Mpc3] tlook[Myr] efunc
9.13019893e-05 9.99908706e-01 3.94794576e-01 2.57752059e-01 1.28758891e+00 1.00003945e+00
9.21472208e-05 9.99907861e-01 3.98449329e-01 2.64976835e-01 1.29950803e+00 1.00003981e+00
9.30002770e-05 9.99907008e-01 4.02137914e-01 2.72404119e-01 1.31153747e+00 1.00004018e+00
9.38612304e-05 9.99906148e-01 4.05860644e-01 2.80039589e-01 1.32367826e+00 1.00004055e+00
9.47301542e-05 9.99905279e-01 4.09617837e-01 2.87889079e-01 1.33593143e+00 1.00004093e+00
9.56071220e-05 9.99904402e-01 4.13409811e-01 2.95958588e-01 1.34829801e+00 1.00004131e+00
9.64922084e-05 9.99903517e-01 4.17236887e-01 3.04254283e-01 1.36077907e+00 1.00004169e+00
9.73854885e-05 9.99902624e-01 4.21099392e-01 3.12782504e-01 1.37337565e+00 1.00004207e+00
9.82870382e-05 9.99901723e-01 4.24997652e-01 3.21549768e-01 1.38608883e+00 1.00004246e+00
9.91969340e-05 9.99900813e-01 4.28931999e-01 3.30562777e-01 1.39891969e+00 1.00004286e+00
1.00115253e-04 9.99899895e-01 4.32902766e-01 3.39828417e-01 1.41186931e+00 1.00004325e+00
1.01042074e-04 9.99898968e-01 4.36910292e-01 3.49353770e-01 1.42493879e+00 1.00004365e+00
1.01977474e-04 9.99898033e-01 4.40954916e-01 3.59146116e-01 1.43812925e+00 1.00004406e+00
1.02921535e-04 9.99897089e-01 4.45036981e-01 3.69212938e-01 1.45144181e+00 1.00004447e+00
1.03874334e-04 9.99896136e-01 4.49156834e-01 3.79561930e-01 1.46487758e+00 1.00004488e+00
1.04835955e-04 9.99895175e-01 4.53314826e-01 3.90201000e-01 1.47843772e+00 1.00004529e+00
1.05806477e-04 9.99894205e-01 4.57511308e-01 4.01138280e-01 1.49212337e+00 1.00004571e+00
1.06785985e-04 9.99893225e-01 4.61746638e-01 4.12382128e-01 1.50593570e+00 1.00004614e+00
1.07774560e-04 9.99892237e-01 4.66021175e-01 4.23941137e-01 1.51987588e+00 1.00004656e+00
1.08772287e-04 9.99891240e-01 4.70335281e-01 4.35824141e-01 1.53394509e+00 1.00004699e+00
1.09779250e-04 9.99890233e-01 4.74689324e-01 4.48040221e-01 1.54814453e+00 1.00004743e+00
1.10795536e-04 9.99889217e-01 4.79083672e-01 4.60598712e-01 1.56247540e+00 1.00004787e+00
1.11821229e-04 9.99888191e-01 4.83518700e-01 4.73509213e-01 1.57693891e+00 1.00004831e+00
1.12856418e-04 9.99887156e-01 4.87994782e-01 4.86781590e-01 1.59153630e+00 1.00004876e+00
1.13901191e-04 9.99886112e-01 4.92512301e-01 5.00425987e-01 1.60626880e+00 1.00004921e+00
1.14955635e-04 9.99885058e-01 4.97071638e-01 5.14452830e-01 1.62113767e+00 1.00004967e+00
1.16019841e-04 9.99883994e-01 5.01673181e-01 5.28872839e-01 1.63614417e+00 1.00005013e+00
1.17093899e-04 9.99882920e-01 5.06317321e-01 5.43697035e-01 1.65128956e+00 1.00005059e+00
1.18177900e-04 9.99881836e-01 5.11004453e-01 5.58936746e-01 1.66657514e+00 1.00005106e+00
1.19271936e-04 9.99880742e-01 5.15734973e-01 5.74603620e-01 1.68200220e+00 1.00005153e+00
1.20376100e-04 9.99879638e-01 5.20509284e-01 5.90709629e-01 1.69757206e+00 1.00005201e+00
1.21490486e-04 9.99878524e-01 5.25327791e-01 6.07267081e-01 1.71328602e+00 1.00005249e+00
1.22615189e-04 9.99877400e-01 5.30190903e-01 6.24288631e-01 1.72914544e+00 1.00005297e+00
1.23750304e-04 9.99876265e-01 5.35099034e-01 6.41787286e-01 1.74515165e+00 1.00005347e+00
1.24895927e-04 9.99875120e-01 5.40052599e-01 6.59776420e-01 1.76130601e+00 1.00005396e+00
1.26052155e-04 9.99873964e-01 5.45052019e-01 6.78269780e-01 1.77760989e+00 1.00005446e+00
1.27219087e-04 9.99872797e-01 5.50097719e-01 6.97281499e-01 1.79406468e+00 1.00005496e+00
1.28396823e-04 9.99871620e-01 5.55190127e-01 7.16826106e-01 1.81067177e+00 1.00005547e+00
1.29585461e-04 9.99870431e-01 5.60329676e-01 7.36918538e-01 1.82743257e+00 1.00005599e+00
1.30785103e-04 9.99869232e-01 5.65516802e-01 7.57574150e-01 1.84434851e+00 1.00005650e+00
1.31995851e-04 9.99868022e-01 5.70751945e-01 7.78808727e-01 1.86142102e+00 1.00005703e+00
1.33217807e-04 9.99866800e-01 5.76035550e-01 8.00638498e-01 1.87865155e+00 1.00005756e+00
1.34451076e-04 9.99865567e-01 5.81368065e-01 8.23080143e-01 1.89604156e+00 1.00005809e+00
1.35695762e-04 9.99864323e-01 5.86749943e-01 8.46150815e-01 1.91359253e+00 1.00005863e+00
1.36951970e-04 9.99863067e-01 5.92181641e-01 8.69868144e-01 1.93130595e+00 1.00005917e+00
1.38219808e-04 9.99861799e-01 5.97663620e-01 8.94250255e-01 1.94918331e+00 1.00005972e+00
1.39499383e-04 9.99860520e-01 6.03196346e-01 9.19315782e-01 1.96722614e+00 1.00006027e+00
1.40790803e-04 9.99859229e-01 6.08780288e-01 9.45083879e-01 1.98543598e+00 1.00006083e+00
1.42094179e-04 9.99857926e-01 6.14415921e-01 9.71574240e-01 2.00381435e+00 1.00006139e+00
1.43409621e-04 9.99856611e-01 6.20103722e-01 9.98807108e-01 2.02236283e+00 1.00006196e+00
1.44737241e-04 9.99855284e-01 6.25844175e-01 1.02680329e+00 2.04108299e+00 1.00006253e+00
1.46077151e-04 9.99853944e-01 6.31637768e-01 1.05558420e+00 2.05997641e+00 1.00006311e+00
1.47429466e-04 9.99852592e-01 6.37484991e-01 1.08517181e+00 2.07904470e+00 1.00006370e+00
1.48794299e-04 9.99851228e-01 6.43386342e-01 1.11558874e+00 2.09828949e+00 1.00006429e+00
1.50171768e-04 9.99849851e-01 6.49342321e-01 1.14685823e+00 2.11771239e+00 1.00006488e+00
1.51561989e-04 9.99848461e-01 6.55353434e-01 1.17900419e+00 2.13731506e+00 1.00006548e+00
1.52965079e-04 9.99847058e-01 6.61420192e-01 1.21205117e+00 2.15709916e+00 1.00006609e+00
1.54381159e-04 9.99845643e-01 6.67543109e-01 1.24602444e+00 2.17706638e+00 1.00006670e+00
1.55810348e-04 9.99844214e-01 6.73722705e-01 1.28094995e+00 2.19721840e+00 1.00006732e+00
1.57252768e-04 9.99842772e-01 6.79959506e-01 1.31685440e+00 2.21755694e+00 1.00006794e+00
1.58708541e-04 9.99841317e-01 6.86254040e-01 1.35376522e+00 2.23808372e+00 1.00006857e+00
1.60177791e-04 9.99839848e-01 6.92606842e-01 1.39171062e+00 2.25880049e+00 1.00006921e+00
1.61660643e-04 9.99838365e-01 6.99018451e-01 1.43071960e+00 2.27970900e+00 1.00006985e+00
1.63157222e-04 9.99836869e-01 7.05489411e-01 1.47082197e+00 2.30081102e+00 1.00007049e+00
1.64667656e-04 9.99835359e-01 7.12020272e-01 1.51204838e+00 2.32210835e+00 1.00007115e+00
1.66192073e-04 9.99833836e-01 7.18611589e-01 1.55443032e+00 2.34360279e+00 1.00007180e+00
1.67730602e-04 9.99832298e-01 7.25263921e-01 1.59800020e+00 2.36529618e+00 1.00007247e+00
1.69283374e-04 9.99830745e-01 7.31977832e-01 1.64279131e+00 2.38719034e+00 1.00007314e+00
1.70850521e-04 9.99829179e-01 7.38753894e-01 1.68883787e+00 2.40928713e+00 1.00007382e+00
1.72432176e-04 9.99827598e-01 7.45592680e-01 1.73617507e+00 2.43158844e+00 1.00007450e+00
1.74028473e-04 9.99826002e-01 7.52494772e-01 1.78483909e+00 2.45409616e+00 1.00007519e+00
1.75639548e-04 9.99824391e-01 7.59460755e-01 1.83486712e+00 2.47681218e+00 1.00007589e+00
1.77265538e-04 9.99822766e-01 7.66491221e-01 1.88629739e+00 2.49973845e+00 1.00007659e+00
1.78906580e-04 9.99821125e-01 7.73586767e-01 1.93916920e+00 2.52287691e+00 1.00007730e+00
1.80562814e-04 9.99819470e-01 7.80747995e-01 1.99352296e+00 2.54622951e+00 1.00007801e+00
1.82234381e-04 9.99817799e-01 7.87975513e-01 2.04940020e+00 2.56979825e+00 1.00007874e+00
1.83921422e-04 9.99816112e-01 7.95269935e-01 2.10684363e+00 2.59358512e+00 1.00007947e+00
1.85624081e-04 9.99814410e-01 8.02631880e-01 2.16589713e+00 2.61759213e+00 1.00008020e+00
1.87342503e-04 9.99812693e-01 8.10061973e-01 2.22660585e+00 2.64182134e+00 1.00008094e+00
1.89076833e-04 9.99810959e-01 8.17560845e-01 2.28901617e+00 2.66627478e+00 1.00008169e+00
1.90827219e-04 9.99809209e-01 8.25129132e-01 2.35317579e+00 2.69095455e+00 1.00008245e+00
1.92593808e-04 9.99807443e-01 8.32767477e-01 2.41913373e+00 2.71586272e+00 1.00008321e+00
1.94376753e-04 9.99805661e-01 8.40476529e-01 2.48694040e+00 2.74100142e+00 1.00008398e+00
1.96176202e-04 9.99803862e-01 8.48256941e-01 2.55664763e+00 2.76637278e+00 1.00008476e+00
1.97992311e-04 9.99802047e-01 8.56109374e-01 2.62830866e+00 2.79197894e+00 1.00008555e+00
1.99825232e-04 9.99800215e-01 8.64034495e-01 2.70197828e+00 2.81782209e+00 1.00008634e+00
2.01675121e-04 9.99798366e-01 8.72032978e-01 2.77771277e+00 2.84390441e+00 1.00008714e+00
2.03542136e-04 9.99796499e-01 8.80105499e-01 2.85557002e+00 2.87022813e+00 1.00008794e+00
2.05426434e-04 9.99794616e-01 8.88252746e-01 2.93560951e+00 2.89679546e+00 1.00008876e+00
2.07328177e-04 9.99792715e-01 8.96475410e-01 3.01789242e+00 2.92360867e+00 1.00008958e+00
2.09247525e-04 9.99790796e-01 9.04774188e-01 3.10248162e+00 2.95067002e+00 1.00009041e+00
2.11184642e-04 9.99788860e-01 9.13149786e-01 3.18944175e+00 2.97798183e+00 1.00009125e+00
2.13139691e-04 9.99786906e-01 9.21602914e-01 3.27883926e+00 3.00554640e+00 1.00009209e+00
2.15112840e-04 9.99784933e-01 9.30134290e-01 3.37074248e+00 3.03336607e+00 1.00009294e+00
2.17104254e-04 9.99782943e-01 9.38744638e-01 3.46522164e+00 3.06144320e+00 1.00009381e+00
2.19114105e-04 9.99780934e-01 9.47434689e-01 3.56234892e+00 3.08978017e+00 1.00009467e+00
2.21142562e-04 9.99778906e-01 9.56205181e-01 3.66219855e+00 3.11837940e+00 1.00009555e+00
2.23189797e-04 9.99776860e-01 9.65056858e-01 3.76484684e+00 3.14724329e+00 1.00009643e+00
2.25255985e-04 9.99774795e-01 9.73990472e-01 3.87037223e+00 3.17637431e+00 1.00009733e+00
2.27341300e-04 9.99772710e-01 9.83006781e-01 3.97885535e+00 3.20577493e+00 1.00009823e+00
2.29445920e-04 9.99770607e-01 9.92106551e-01 4.09037911e+00 3.23544763e+00 1.00009914e+00
2.31570024e-04 9.99768484e-01 1.00129055e+00 4.20502872e+00 3.26539494e+00 1.00010006e+00
2.33713792e-04 9.99766341e-01 1.01055957e+00 4.32289181e+00 3.29561939e+00 1.00010098e+00
2.35877406e-04 9.99764178e-01 1.01991438e+00 4.44405843e+00 3.32612356e+00 1.00010192e+00
2.38061050e-04 9.99761996e-01 1.02935579e+00 4.56862118e+00 3.35691002e+00 1.00010286e+00
2.40264908e-04 9.99759793e-01 1.03888460e+00 4.69667524e+00 3.38798139e+00 1.00010381e+00
2.42489170e-04 9.99757570e-01 1.04850161e+00 4.82831848e+00 3.41934030e+00 1.00010478e+00
2.44734022e-04 9.99755326e-01 1.05820763e+00 4.96365147e+00 3.45098942e+00 1.00010575e+00
2.46999656e-04 9.99753061e-01 1.06800351e+00 5.10277765e+00 3.48293143e+00 1.00010672e+00
2.49286264e-04 9.99750776e-01 1.07789005e+00 5.24580333e+00 3.51516904e+00 1.00010771e+00
2.51594041e-04 9.99748469e-01 1.08786812e+00 5.39283779e+00 3.54770499e+00 1.00010871e+00
2.53923182e-04 9.99746141e-01 1.09793854e+00 5.54399341e+00 3.58054202e+00 1.00010972e+00
2.56273885e-04 9.99743792e-01 1.10810219e+00 5.69938567e+00 3.61368294e+00 1.00011073e+00
2.58646349e-04 9.99741421e-01 1.11835991e+00 5.85913334e+00 3.64713055e+00 1.00011176e+00
2.61040777e-04 9.99739027e-01 1.12871258e+00 6.02335848e+00 3.68088768e+00 1.00011279e+00
2.63457372e-04 9.99736612e-01 1.13916109e+00 6.19218657e+00 3.71495720e+00 1.00011384e+00
2.65896338e-04 9.99734174e-01 1.14970631e+00 6.36574665e+00 3.74934201e+00 1.00011489e+00
2.68357883e-04 9.99731714e-01 1.16034914e+00 6.54417132e+00 3.78404501e+00 1.00011595e+00
2.70842216e-04 9.99729231e-01 1.17109048e+00 6.72759693e+00 3.81906915e+00 1.00011703e+00
2.73349547e-04 9.99726725e-01 1.18193125e+00 6.91616365e+00 3.85441740e+00 1.00011811e+00
2.75880091e-04 9.99724196e-01 1.19287237e+00 7.11001557e+00 3.89009276e+00 1.00011921e+00
2.78434061e-04 9.99721643e-01 1.20391477e+00 7.30930082e+00 3.92609826e+00 1.00012031e+00
2.81011674e-04 9.99719067e-01 1.21505938e+00 7.51417168e+00 3.96243694e+00 1.00012142e+00
2.83613150e-04 9.99716467e-01 1.22630714e+00 7.72478470e+00 3.99911190e+00 1.00012255e+00
2.86238709e-04 9.99713843e-01 1.23765902e+00 7.94130083e+00 4.03612623e+00 1.00012368e+00
2.88888574e-04 9.99711195e-01 1.24911598e+00 8.16388550e+00 4.07348309e+00 1.00012483e+00
2.91562970e-04 9.99708522e-01 1.26067899e+00 8.39270881e+00 4.11118564e+00 1.00012598e+00
2.94262125e-04 9.99705824e-01 1.27234903e+00 8.62794561e+00 4.14923707e+00 1.00012715e+00
2.96986267e-04 9.99703102e-01 1.28412709e+00 8.86977565e+00 4.18764062e+00 1.00012833e+00
2.99735629e-04 9.99700354e-01 1.29601417e+00 9.11838371e+00 4.22639953e+00 1.00012952e+00
3.02510442e-04 9.99697581e-01 1.30801129e+00 9.37395978e+00 4.26551710e+00 1.00013072e+00
3.05310943e-04 9.99694782e-01 1.32011945e+00 9.63669914e+00 4.30499665e+00 1.00013193e+00
3.08137371e-04 9.99691958e-01 1.33233969e+00 9.90680257e+00 4.34484152e+00 1.00013315e+00
3.10989963e-04 9.99689107e-01 1.34467305e+00 1.01844764e+01 4.38505510e+00 1.00013438e+00
3.13868964e-04 9.99686230e-01 1.35712056e+00 1.04699330e+01 4.42564078e+00 1.00013562e+00
3.16774618e-04 9.99683326e-01 1.36968329e+00 1.07633902e+01 4.46660202e+00 1.00013688e+00
3.19707170e-04 9.99680395e-01 1.38236231e+00 1.10650725e+01 4.50794229e+00 1.00013815e+00
3.22666871e-04 9.99677437e-01 1.39515869e+00 1.13752103e+01 4.54966508e+00 1.00013943e+00
3.25653971e-04 9.99674452e-01 1.40807351e+00 1.16940405e+01 4.59177395e+00 1.00014072e+00
3.28668724e-04 9.99671439e-01 1.42110788e+00 1.20218070e+01 4.63427247e+00 1.00014202e+00
3.31711387e-04 9.99668399e-01 1.43426289e+00 1.23587599e+01 4.67716422e+00 1.00014334e+00
3.34782217e-04 9.99665330e-01 1.44753967e+00 1.27051570e+01 4.72045286e+00 1.00014466e+00
3.37881476e-04 9.99662233e-01 1.46093935e+00 1.30612627e+01 4.76414206e+00 1.00014600e+00
3.41009426e-04 9.99659107e-01 1.47446305e+00 1.34273493e+01 4.80823551e+00 1.00014736e+00
3.44166333e-04 9.99655952e-01 1.48811193e+00 1.38036965e+01 4.85273695e+00 1.00014872e+00
3.47352465e-04 9.99652768e-01 1.50188714e+00 1.41905918e+01 4.89765017e+00 1.00015010e+00
3.50568093e-04 9.99649555e-01 1.51578987e+00 1.45883309e+01 4.94297897e+00 1.00015149e+00
3.53813490e-04 9.99646312e-01 1.52982127e+00 1.49972177e+01 4.98872718e+00 1.00015289e+00
3.57088931e-04 9.99643039e-01 1.54398256e+00 1.54175646e+01 5.03489870e+00 1.00015431e+00
3.60394695e-04 9.99639735e-01 1.55827492e+00 1.58496928e+01 5.08149743e+00 1.00015573e+00
3.63731062e-04 9.99636401e-01 1.57269957e+00 1.62939325e+01 5.12852733e+00 1.00015718e+00
3.67098315e-04 9.99633036e-01 1.58725774e+00 1.67506232e+01 5.17599238e+00 1.00015863e+00
3.70496741e-04 9.99629640e-01 1.60195066e+00 1.72201137e+01 5.22389661e+00 1.00016010e+00
3.73926628e-04 9.99626213e-01 1.61677958e+00 1.77027629e+01 5.27224407e+00 1.00016158e+00
3.77388267e-04 9.99622754e-01 1.63174575e+00 1.81989395e+01 5.32103888e+00 1.00016308e+00
3.80881953e-04 9.99619263e-01 1.64685045e+00 1.87090226e+01 5.37028516e+00 1.00016459e+00
3.84407981e-04 9.99615740e-01 1.66209496e+00 1.92334021e+01 5.41998708e+00 1.00016611e+00
3.87966652e-04 9.99612184e-01 1.67748058e+00 1.97724785e+01 5.47014887e+00 1.00016765e+00
3.91558267e-04 9.99608595e-01 1.69300860e+00 2.03266638e+01 5.52077478e+00 1.00016921e+00
3.95183132e-04 9.99604973e-01 1.70868035e+00 2.08963814e+01 5.57186909e+00 1.00017077e+00
3.98841554e-04 9.99601317e-01 1.72449716e+00 2.14820666e+01 5.62343615e+00 1.00017235e+00
4.02533845e-04 9.99597628e-01 1.74046037e+00 2.20841670e+01 5.67548031e+00 1.00017395e+00
4.06260316e-04 9.99593905e-01 1.75657133e+00 2.27031426e+01 5.72800599e+00 1.00017556e+00
4.10021286e-04 9.99590147e-01 1.77283141e+00 2.33394663e+01 5.78101765e+00 1.00017719e+00
4.13817073e-04 9.99586354e-01 1.78924199e+00 2.39936244e+01 5.83451978e+00 1.00017883e+00
4.17647999e-04 9.99582526e-01 1.80580447e+00 2.46661166e+01 5.88851691e+00 1.00018048e+00
4.21514391e-04 9.99578663e-01 1.82252025e+00 2.53574569e+01 5.94301362e+00 1.00018215e+00
4.25416575e-04 9.99574764e-01 1.83939074e+00 2.60681733e+01 5.99801453e+00 1.00018384e+00
4.29354885e-04 9.99570829e-01 1.85641739e+00 2.67988090e+01 6.05352430e+00 1.00018554e+00
4.33329653e-04 9.99566858e-01 1.87360163e+00 2.75499223e+01 6.10954763e+00 1.00018726e+00
4.37341218e-04 9.99562850e-01 1.89094493e+00 2.83220870e+01 6.16608928e+00 1.00018900e+00
4.41389920e-04 9.99558805e-01 1.90844875e+00 2.91158930e+01 6.22315404e+00 1.00019075e+00
4.45476103e-04 9.99554722e-01 1.92611458e+00 2.99319470e+01 6.28074674e+00 1.00019251e+00
4.49600115e-04 9.99550602e-01 1.94394393e+00 3.07708724e+01 6.33887227e+00 1.00019430e+00
4.53762304e-04 9.99546444e-01 1.96193829e+00 3.16333103e+01 6.39753555e+00 1.00019610e+00
4.57963025e-04 9.99542247e-01 1.98009921e+00 3.25199195e+01 6.45674155e+00 1.00019791e+00
4.62202634e-04 9.99538011e-01 1.99842822e+00 3.34313775e+01 6.51649529e+00 1.00019974e+00
4.66481492e-04 9.99533736e-01 2.01692688e+00 3.43683806e+01 6.57680184e+00 1.00020159e+00
4.70799961e-04 9.99529422e-01 2.03559675e+00 3.53316449e+01 6.63766630e+00 1.00020346e+00
4.75158409e-04 9.99525067e-01 2.05443943e+00 3.63219062e+01 6.69909383e+00 1.00020534e+00
4.79557205e-04 9.99520673e-01 2.07345650e+00 3.73399212e+01 6.76108965e+00 1.00020725e+00
4.83996723e-04 9.99516237e-01 2.09264960e+00 3.83864677e+01 6.82365900e+00 1.00020917e+00
4.88477340e-04 9.99511761e-01 2.11202033e+00 3.94623453e+01 6.88680718e+00 1.00021110e+00
4.92999437e-04 9.99507243e-01 2.13157035e+00 4.05683760e+01 6.95053954e+00 1.00021306e+00
4.97563397e-04 9.99502684e-01 2.15130132e+00 4.17054048e+01 7.01486150e+00 1.00021503e+00
5.02169608e-04 9.99498082e-01 2.17121491e+00 4.28743004e+01 7.07977849e+00 1.00021702e+00
5.06818461e-04 9.99493438e-01 2.19131281e+00 4.40759560e+01 7.14529602e+00 1.00021903e+00
5.11510352e-04 9.99488751e-01 2.21159672e+00 4.53112896e+01 7.21141963e+00 1.00022106e+00
5.16245677e-04 9.99484021e-01 2.23206838e+00 4.65812451e+01 7.27815494e+00 1.00022311e+00
5.21024840e-04 9.99479246e-01 2.25272950e+00 4.78867927e+01 7.34550759e+00 1.00022517e+00
5.25848247e-04 9.99474428e-01 2.27358186e+00 4.92289299e+01 7.41348330e+00 1.00022726e+00
5.30716306e-04 9.99469565e-01 2.29462721e+00 5.06086821e+01 7.48208782e+00 1.00022936e+00
5.35629431e-04 9.99464657e-01 2.31586735e+00 5.20271035e+01 7.55132696e+00 1.00023149e+00
5.40588040e-04 9.99459704e-01 2.33730407e+00 5.34852777e+01 7.62120659e+00 1.00023363e+00
5.45592553e-04 9.99454705e-01 2.35893920e+00 5.49843188e+01 7.69173263e+00 1.00023580e+00
5.50643396e-04 9.99449660e-01 2.38077456e+00 5.65253721e+01 7.76291106e+00 1.00023798e+00
5.55740997e-04 9.99444568e-01 2.40281202e+00 5.81096150e+01 7.83474790e+00 1.00024018e+00
5.60885790e-04 9.99439429e-01 2.42505345e+00 5.97382578e+01 7.90724924e+00 1.00024241e+00
5.66078210e-04 9.99434242e-01 2.44750072e+00 6.14125448e+01 7.98042123e+00 1.00024465e+00
5.71318700e-04 9.99429008e-01 2.47015575e+00 6.31337551e+01 8.05427005e+00 1.00024692e+00
5.76607703e-04 9.99423725e-01 2.49302046e+00 6.49032038e+01 8.12880197e+00 1.00024921e+00
5.81945670e-04 9.99418393e-01 2.51609678e+00 6.67222427e+01 8.20402330e+00 1.00025152e+00
5.87333053e-04 9.99413012e-01 2.53938668e+00 6.85922615e+01 8.27994042e+00 1.00025384e+00
5.92770310e-04 9.99407581e-01 2.56289213e+00 7.05146889e+01 8.35655974e+00 1.00025620e+00
5.98257903e-04 9.99402100e-01 2.58661513e+00 7.24909936e+01 8.43388777e+00 1.00025857e+00
6.03796297e-04 9.99396568e-01 2.61055769e+00 7.45226854e+01 8.51193104e+00 1.00026096e+00
6.09385963e-04 9.99390985e-01 2.63472184e+00 7.66113165e+01 8.59069618e+00 1.00026338e+00
6.15027376e-04 9.99385351e-01 2.65910963e+00 7.87584826e+01 8.67018985e+00 1.00026582e+00
6.20721014e-04 9.99379664e-01 2.68372314e+00 8.09658240e+01 8.75041879e+00 1.00026828e+00
6.26467361e-04 9.99373925e-01 2.70856444e+00 8.32350271e+01 8.83138978e+00 1.00027077e+00
6.32266905e-04 9.99368133e-01 2.73363564e+00 8.55678254e+01 8.91310969e+00 1.00027327e+00
6.38120139e-04 9.99362287e-01 2.75893889e+00 8.79660013e+01 8.99558544e+00 1.00027581e+00
6.44027559e-04 9.99356387e-01 2.78447631e+00 9.04313866e+01 9.07882401e+00 1.00027836e+00
6.49989668e-04 9.99350433e-01 2.81025008e+00 9.29658650e+01 9.16283245e+00 1.00028094e+00
6.56006971e-04 9.99344423e-01 2.83626238e+00 9.55713726e+01 9.24761787e+00 1.00028354e+00
6.62079979e-04 9.99338358e-01 2.86251543e+00 9.82498999e+01 9.33318745e+00 1.00028617e+00
6.68209208e-04 9.99332237e-01 2.88901144e+00 1.01003493e+02 9.41954845e+00 1.00028882e+00
6.74395179e-04 9.99326059e-01 2.91575267e+00 1.03834256e+02 9.50670817e+00 1.00029149e+00
6.80638417e-04 9.99319825e-01 2.94274139e+00 1.06744351e+02 9.59467399e+00 1.00029419e+00
6.86939452e-04 9.99313532e-01 2.96997988e+00 1.09736001e+02 9.68345335e+00 1.00029692e+00
6.93298819e-04 9.99307182e-01 2.99747045e+00 1.12811492e+02 9.77305379e+00 1.00029967e+00
6.99717058e-04 9.99300772e-01 3.02521545e+00 1.15973172e+02 9.86348288e+00 1.00030244e+00
7.06194714e-04 9.99294304e-01 3.05321722e+00 1.19223459e+02 9.95474827e+00 1.00030525e+00
7.12732337e-04 9.99287775e-01 3.08147813e+00 1.22564833e+02 1.00468577e+01 1.00030807e+00
7.19330482e-04 9.99281187e-01 3.11000059e+00 1.25999849e+02 1.01398190e+01 1.00031093e+00
7.25989710e-04 9.99274537e-01 3.13878702e+00 1.29531129e+02 1.02336399e+01 1.00031381e+00
7.32710586e-04 9.99267826e-01 3.16783985e+00 1.33161373e+02 1.03283285e+01 1.00031671e+00
7.39493681e-04 9.99261053e-01 3.19716156e+00 1.36893351e+02 1.04238928e+01 1.00031965e+00
7.46339570e-04 9.99254217e-01 3.22675462e+00 1.40729917e+02 1.05203408e+01 1.00032261e+00
7.53248836e-04 9.99247318e-01 3.25662156e+00 1.44674000e+02 1.06176807e+01 1.00032560e+00
7.60222064e-04 9.99240355e-01 3.28676490e+00 1.48728613e+02 1.07159208e+01 1.00032861e+00
7.67259848e-04 9.99233328e-01 3.31718719e+00 1.52896854e+02 1.08150694e+01 1.00033166e+00
7.74362783e-04 9.99226236e-01 3.34789104e+00 1.57181907e+02 1.09151348e+01 1.00033473e+00
7.81531475e-04 9.99219079e-01 3.37887902e+00 1.61587044e+02 1.10161255e+01 1.00033783e+00
7.88766531e-04 9.99211855e-01 3.41015379e+00 1.66115632e+02 1.11180501e+01 1.00034096e+00
7.96068566e-04 9.99204565e-01 3.44171798e+00 1.70771129e+02 1.12209172e+01 1.00034412e+00
8.03438199e-04 9.99197207e-01 3.47357427e+00 1.75557092e+02 1.13247355e+01 1.00034730e+00
8.10876057e-04 9.99189781e-01 3.50572538e+00 1.80477176e+02 1.14295138e+01 1.00035052e+00
8.18382772e-04 9.99182286e-01 3.53817402e+00 1.85535140e+02 1.15352610e+01 1.00035377e+00
8.25958980e-04 9.99174723e-01 3.57092294e+00 1.90734847e+02 1.16419860e+01 1.00035705e+00
8.33605325e-04 9.99167089e-01 3.60397494e+00 1.96080270e+02 1.17496978e+01 1.00036035e+00
8.41322457e-04 9.99159385e-01 3.63733280e+00 2.01575491e+02 1.18584055e+01 1.00036369e+00
8.49111030e-04 9.99151609e-01 3.67099936e+00 2.07224708e+02 1.19681184e+01 1.00036706e+00
8.56971706e-04 9.99143762e-01 3.70497747e+00 2.13032236e+02 1.20788458e+01 1.00037046e+00
8.64905152e-04 9.99135842e-01 3.73927003e+00 2.19002511e+02 1.21905969e+01 1.00037389e+00
8.72912043e-04 9.99127849e-01 3.77387992e+00 2.25140094e+02 1.23033813e+01 1.00037736e+00
8.80993058e-04 9.99119782e-01 3.80881010e+00 2.31449672e+02 1.24172085e+01 1.00038085e+00
8.89148883e-04 9.99111641e-01 3.84406352e+00 2.37936066e+02 1.25320881e+01 1.00038438e+00
8.97380211e-04 9.99103424e-01 3.87964318e+00 2.44604229e+02 1.26480298e+01 1.00038794e+00
9.05687741e-04 9.99095132e-01 3.91555208e+00 2.51459255e+02 1.27650435e+01 1.00039153e+00
9.14072178e-04 9.99086763e-01 3.95179329e+00 2.58506381e+02 1.28831391e+01 1.00039516e+00
9.22534234e-04 9.99078316e-01 3.98836986e+00 2.65750988e+02 1.30023264e+01 1.00039882e+00
9.31074628e-04 9.99069791e-01 4.02528491e+00 2.73198610e+02 1.31226157e+01 1.00040252e+00
9.39694085e-04 9.99061188e-01 4.06254156e+00 2.80854936e+02 1.32440171e+01 1.00040625e+00
9.48393337e-04 9.99052505e-01 4.10014298e+00 2.88725814e+02 1.33665409e+01 1.00041001e+00
9.57173123e-04 9.99043742e-01 4.13809235e+00 2.96817255e+02 1.34901974e+01 1.00041381e+00
9.66034188e-04 9.99034898e-01 4.17639289e+00 3.05135440e+02 1.36149970e+01 1.00041764e+00
